Year,Month,Day,Hour,max_temp,min_temp,temp,wind_chill,heat_index,precipitation,snow,snow_depth,wind_speed,wind_direction,wind_gust,visibility,cloud_cover,relative_humidity,conditions
2019,1,1,0,48.7,48.7,48.7,47.9,0,0.15,0,0,3.4,110,0,6.6,52.9,96.62,"Rain, Partially cloudy"
2019,1,1,1,49.8,49.8,49.8,48.3,0,0.03,0,0,4.6,271,0,9.6,52.9,95.79,"Rain, Partially cloudy"
2019,1,1,2,50,50,50,47.8,0,0.03,0,0,5.8,259,0,8.6,52.7,95.69,"Rain, Partially cloudy"
2019,1,1,3,51.2,51.2,51.2,0,0,0,0,0,9.2,279,0,6.1,52.9,99.73,Partially cloudy
2019,1,1,4,50.1,50.1,50.1,0,0,0.01,0,0,13.9,270,17.2,3.1,52.5,95.71,"Rain, Partially cloudy"
2019,1,1,5,53.1,53.1,53.1,0,0,0,0,0,12.8,270,25.3,9.7,52.9,96.31,Partially cloudy
2019,1,1,6,54,54,54,0,0,0,0,0,17.1,270,25.3,9.9,52.5,96.6,Partially cloudy
2019,1,1,7,55.2,55.2,55.2,0,0,0.18,0,0,18.3,270,27.7,9.9,0.8,92.28,Rain
2019,1,1,8,55.3,55.3,55.3,0,0,0,0,0,12.9,270,31.8,9.9,30.4,88.93,Partially cloudy
2019,1,1,9,57,57,57,0,0,0,0,0,16.2,270,24.4,9.9,50.3,83.35,Partially cloudy
2019,1,1,10,57,57,57,0,0,0,0,0,14,280,28.8,9.9,46,73.77,Partially cloudy
2019,1,1,11,57,57,57,0,0,0.02,0,0,10.5,290,35.7,9.9,44.4,66.61,"Rain, Partially cloudy"
2019,1,1,12,56.9,56.9,56.9,0,0,0,0,0,8.3,330,44.6,9.9,47.9,50.91,Partially cloudy
2019,1,1,13,56.8,56.8,56.8,0,0,0.02,0,0,7.2,281,43.2,9.9,0.5,47.44,Rain
2019,1,1,14,56.6,56.6,56.6,0,0,0,0,0,8.3,300,30.5,9.9,30.2,47.77,Partially cloudy
2019,1,1,15,51.9,51.9,51.9,0,0,0,0,0,8.3,300,40.8,9.9,51.7,52.12,Partially cloudy
2019,1,1,16,48.7,48.7,48.7,46.1,0,0,0,0,6.2,320,33.6,9.9,49.6,54.36,Partially cloudy
2019,1,1,17,46.9,46.9,46.9,44.6,0,0.01,0,0,5,330,36.7,9.9,30.7,55.52,"Rain, Partially cloudy"
2019,1,1,18,46,46,46,43.6,0,0,0,0,4.9,310,33.3,9.9,4.5,57.59,Clear
2019,1,1,19,44.9,44.9,44.9,43.4,0,0,0,0,3.6,310,31.1,9.9,50,60.09,Partially cloudy
2019,1,1,20,44.9,44.9,44.9,0,0,0,0,0,0.2,359,21.9,9.9,44.1,60.15,Partially cloudy
2019,1,1,21,44,44,44,42.4,0,0,0,0,3.5,330,0,9.9,47.9,57.12,Partially cloudy
2019,1,1,22,44,44,44,0,0,0,0,0,0.2,359,0,9.9,49.3,55.14,Partially cloudy
2019,1,1,23,43,43,43,41.2,0,0,0,0,3.5,320,21.9,9.9,31.5,50.92,Partially cloudy
2019,1,2,0,41,41,41,38.8,0,0,0,0,3.6,330,0,9.9,30.7,53.01,Partially cloudy
2019,1,2,1,39.8,39.8,39.8,36.4,0,0,0,0,4.8,330,0,9.9,0.8,55.4,Clear
2019,1,2,2,39.7,39.7,39.7,35.5,0,0,0,0,5.9,271,0,9.9,1.4,55.42,Clear
2019,1,2,3,38.8,38.8,38.8,36.4,0,0,0,0,3.5,320,0,9.9,1.4,59.42,Clear
2019,1,2,4,38,38,38,0,0,0,0,0,0.2,359,19.7,9.9,1.4,58.89,Clear
2019,1,2,5,37.9,37.9,37.9,0,0,0,0,0,0.1,360,0,9.9,1.4,59.03,Clear
2019,1,2,6,37.9,37.9,37.9,0,0,0,0,0,0.1,1,0,9.9,1.4,59.07,Clear
2019,1,2,7,37,37,37,33.2,0,0,0,0,4.8,30,0,9.9,0.8,61.07,Clear
2019,1,2,8,37,37,37,31.6,0,0,0,0,7,40,0,9.9,0.9,61.1,Clear
2019,1,2,9,38.8,38.8,38.8,33,0,0,0,0,8.1,50,0,9.9,26.8,64.51,Partially cloudy
2019,1,2,10,38.8,38.8,38.8,33.7,0,0,0,0,7,70,0,9.9,1.5,61.43,Clear
2019,1,2,11,38.8,38.8,38.8,33.1,0,0,0,0,8,40,0,9.9,48.7,59.2,Partially cloudy
2019,1,2,12,41.9,41.9,41.9,37.5,0,0,0,0,7,50,0,9.9,26.8,50.44,Partially cloudy
2019,1,2,13,41.9,41.9,41.9,40.1,0,0,0,0,3.4,80,0,9.9,0.9,48.61,Clear
2019,1,2,14,40.9,40.9,40.9,36.9,0,0,0,0,5.8,262,0,9.9,0.9,50.79,Clear
2019,1,2,15,39.8,39.8,39.8,34.9,0,0,0,0,6.9,242,0,9.9,0.9,59.13,Clear
2019,1,2,16,38.9,38.9,38.9,33.2,0,0,0,0,8,180,0,9.9,2.9,59.22,Clear
2019,1,2,17,38,38,38,33.5,0,0,0,0,5.9,130,0,8.8,50.1,63.53,Partially cloudy
2019,1,2,18,38,38,38,33.5,0,0,0,0,5.9,170,0,9.9,52.7,63.53,Partially cloudy
2019,1,2,19,38,38,38,33.4,0,0,0,0,5.9,130,0,9.9,52.9,61.34,Partially cloudy
2019,1,2,20,38,38,38,31.5,0,0,0,0,9.2,150,0,9.9,52.9,63.49,Partially cloudy
2019,1,2,21,38.9,38.9,38.9,33.8,0,0,0,0,7,160,0,9.9,52.9,61.41,Partially cloudy
2019,1,2,22,39.7,39.7,39.7,34.9,0,0,0,0,7,140,0,9.9,52.9,64.65,Partially cloudy
2019,1,2,23,39.8,39.8,39.8,34.3,0,0,0,0,8.1,180,0,9.9,52.2,67.09,Partially cloudy
2019,1,3,0,41,41,41,37.8,0,0,0,0,4.8,160,0,9.9,45.5,69.86,Partially cloudy
2019,1,3,1,40.9,40.9,40.9,36.3,0,0,0,0,6.9,160,0,9.9,45.5,76.2,Partially cloudy
2019,1,3,2,41,41,41,37.8,0,0,0,0,4.7,140,0,9.9,15.2,79.2,Clear
2019,1,3,3,42,42,42,40.2,0,0,0,0,3.4,100,0,9.9,51.9,78.77,Partially cloudy
2019,1,3,4,42.1,42.1,42.1,39.2,0,0,0,0,4.7,150,0,9.9,52.4,78.57,Partially cloudy
2019,1,3,5,43,43,43,0,0,0,0,0,0.1,355,0,9.9,52.9,79.35,Partially cloudy
2019,1,3,6,44,44,44,41.5,0,0,0,0,4.6,261,0,9.9,52.4,79.03,Partially cloudy
2019,1,3,7,44.1,44.1,44.1,39.5,0,0,0,0,8.1,269,0,9.9,52.9,81.83,Partially cloudy
2019,1,3,8,43.1,43.1,43.1,36.5,0,0,0,0,12.8,270,20.8,9.9,46.6,81.94,Partially cloudy
2019,1,3,9,43.1,43.1,43.1,38.3,0,0,0,0,8.1,270,20.8,9.9,46.6,81.83,Partially cloudy
2019,1,3,10,43.1,43.1,43.1,39.4,0,0,0,0,5.9,310,0,9.9,36.4,79.03,Partially cloudy
2019,1,3,11,44.9,44.9,44.9,41,0,0,0,0,7.1,320,21.9,9.9,26.7,68.01,Partially cloudy
2019,1,3,12,44,44,44,39.3,0,0,0,0,8.2,340,0,9.9,46.4,61.91,Partially cloudy
2019,1,3,13,44.9,44.9,44.9,43.3,0,0,0,0,3.6,320,0,9.9,43.6,53,Partially cloudy
2019,1,3,14,46,46,46,44.6,0,0,0,0,3.6,330,0,9.9,27.6,45.08,Partially cloudy
2019,1,3,15,44.8,44.8,44.8,40.4,0,0,0,0,8.2,182,25.3,9.9,30.2,48.89,Partially cloudy
2019,1,3,16,43,43,43,41.1,0,0,0,0,3.5,320,0,9.9,46.6,52.63,Partially cloudy
2019,1,3,17,42,42,42,38.1,0,0,0,0,6.1,241,0,9.9,48.7,54.3,Partially cloudy
2019,1,3,18,40.9,40.9,40.9,37.7,0,0,0,0,4.8,330,0,9.9,44,56.62,Partially cloudy
2019,1,3,19,39.8,39.8,39.8,35.6,0,0,0,0,5.9,320,0,9.9,43,57.13,Partially cloudy
2019,1,3,20,39.8,39.8,39.8,37.6,0,0,0,0,3.4,320,0,9.9,5.1,57.22,Clear
2019,1,3,21,39.8,39.8,39.8,36.4,0,0,0,0,4.7,340,0,9.9,46.6,57.26,Partially cloudy
2019,1,3,22,38.9,38.9,38.9,35.4,0,0,0,0,4.7,241,0,9.9,52.2,61.39,Partially cloudy
2019,1,3,23,38.9,38.9,38.9,33.2,0,0,0,0,8.1,260,0,9.9,1,64.32,Clear
2019,1,4,0,38,38,38,33.6,0,0,0,0,5.8,269,0,9.9,0.5,66.58,Clear
2019,1,4,1,37.2,37.2,37.2,31.1,0,0,0,0,8.1,270,0,9.9,0.8,68.96,Clear
2019,1,4,2,36.1,36.1,36.1,30.4,0,0.01,0,0,7,270,36.7,9.9,0.4,72.12,Rain
2019,1,4,3,36,36,36,30.3,0,0,0,0,7,260,0,9.9,0.4,68.98,Clear
2019,1,4,4,36,36,36,30.3,0,0,0,0,7,270,0,9.9,0.4,68.93,Clear
2019,1,4,5,36,36,36,30.3,0,0,0,0,6.9,269,0,9.9,0.4,74.78,Clear
2019,1,4,6,36,36,36,29.7,0,0,0,0,8,260,0,9.9,1.4,74.78,Clear
2019,1,4,7,36,36,36,29.7,0,0,0,0,8.1,269,0,9.9,1.4,74.94,Clear
2019,1,4,8,36,36,36,29.6,0,0,0,0,8.1,240,0,9.9,1.4,74.94,Clear
2019,1,4,9,37.1,37.1,37.1,31,0,0,0,0,8.1,260,0,9.9,1.4,71.87,Clear
2019,1,4,10,38.1,38.1,38.1,31.1,0,0,0,0,10.3,230,0,9.9,1.5,71.64,Clear
2019,1,4,11,41,41,41,34.7,0,0,0,0,10.3,240,0,9.9,1.5,66.35,Clear
2019,1,4,12,43,43,43,36.9,0,0,0,0,11.4,259,0,9.9,1.5,61.28,Clear
2019,1,4,13,44.9,44.9,44.9,37.8,0,0,0,0,16.1,250,23,9.9,1.5,57.17,Clear
2019,1,4,14,45,45,45,38.5,0,0,0,0,13.9,250,0,9.9,1.5,59.74,Clear
2019,1,4,15,45,45,45,39.8,0,0,0,0,10.3,250,0,9.9,1.5,62.34,Clear
2019,1,4,16,45,45,45,40.2,0,0,0,0,9.2,230,33.3,9.9,1.5,64.49,Clear
2019,1,4,17,45,45,45,40.1,0,0,0,0,9.2,250,0,9.9,1.5,65.03,Clear
2019,1,4,18,44.1,44.1,44.1,39.6,0,0,0,0,8.1,240,0,9.9,1.5,72.35,Clear
2019,1,4,19,44.1,44.1,44.1,40.1,0,0,0,0,6.9,240,0,9.9,1.5,75.85,Clear
2019,1,4,20,44.1,44.1,44.1,40.8,0,0,0,0,5.8,259,0,9.9,1.5,78.63,Clear
2019,1,4,21,44.1,44.1,44.1,41.5,0,0,0,0,4.8,289,0,9.9,48.7,78.83,Partially cloudy
2019,1,4,22,45,45,45,0,0,0,0,0,0.1,0,0,9.9,2,76.13,Clear
2019,1,4,23,45,45,45,0,0,0,0,0,0.1,5,0,9.9,15,76.3,Clear
2019,1,5,0,46.2,46.2,46.2,0,0,0,0,0,0.1,5,0,9.9,52.5,72.96,Partially cloudy
2019,1,5,1,44.9,44.9,44.9,42.5,0,0,0,0,4.7,30,0,6.9,45.5,85.77,Partially cloudy
2019,1,5,2,44.9,44.9,44.9,41.6,0,0.04,0,0,5.8,40,0,3.7,51.9,93.14,"Rain, Partially cloudy"
2019,1,5,3,44,44,44,39.4,0,0.04,0,0,8.1,40,0,4.8,52.7,96.22,"Rain, Partially cloudy"
2019,1,5,4,44,44,44,39.9,0,0,0,0,7,30,0,6.5,52.9,93.14,Partially cloudy
2019,1,5,5,44,44,44,38.1,0,0.02,0,0,11.4,30,0,9.6,47.1,93.14,"Rain, Partially cloudy"
2019,1,5,6,44,44,44,38.5,0,0,0,0,10.3,30,0,4.8,52.9,93.02,Partially cloudy
2019,1,5,7,44,44,44,37.6,0,0,0,0,12.8,40,24.2,6,52.9,93.2,Partially cloudy
2019,1,5,8,44,44,44,37.3,0,0,0,0,13.9,40,0,3.1,52.1,96.3,Partially cloudy
2019,1,5,9,44.1,44.1,44.1,36.4,0,0.01,0,0,17.3,30,24.2,9.5,52.5,96.11,"Rain, Partially cloudy"
2019,1,5,10,44.9,44.9,44.9,38.1,0,0.03,0,0,15.1,30,25.3,9.6,52.9,93.17,"Rain, Partially cloudy"
2019,1,5,11,45,45,45,37.4,0,0,0,0,18.4,30,29.9,9.6,52.5,93.01,Partially cloudy
2019,1,5,12,46.1,46.1,46.1,39.9,0,0.01,0,0,13.9,30,27.1,4.9,52.1,92.46,"Rain, Partially cloudy"
2019,1,5,13,46,46,46,41,0,0,0,0,10.3,30,20.8,8.5,52.9,92.6,Partially cloudy
2019,1,5,14,46,46,46,43,0,0.01,0,0,5.9,350,0,9.6,52.9,92.47,"Rain, Partially cloudy"
2019,1,5,15,46.1,46.1,46.1,43.8,0,0,0,0,4.8,20,0,9.8,52.5,88.99,Partially cloudy
2019,1,5,16,46,46,46,44.6,0,0.03,0,0,3.6,330,0,9.9,51.9,89.12,"Rain, Partially cloudy"
2019,1,5,17,44.9,44.9,44.9,43.4,0,0.02,0,0,3.5,280,0,3.1,51.2,93.04,"Rain, Partially cloudy"
2019,1,5,18,44.9,44.9,44.9,42.3,0,0.02,0,0,4.8,330,0,8.8,45.9,92.88,"Rain, Partially cloudy"
2019,1,5,19,44.9,44.9,44.9,43.5,0,0.01,0,0,3.5,330,0,9.9,15.5,92.92,Rain
2019,1,5,20,44.9,44.9,44.9,43.5,0,0,0,0,3.5,260,0,9.9,49,89.59,Partially cloudy
2019,1,5,21,44,44,44,41.4,0,0,0,0,4.7,330,0,9.9,0.4,84.84,Clear
2019,1,5,22,44.1,44.1,44.1,41.4,0,0,0,0,4.8,310,0,9.9,0,78.68,Clear
2019,1,5,23,43.1,43.1,43.1,41.3,0,0,0,0,3.6,310,25.3,9.9,0,75.45,Clear
2019,1,6,0,42.1,42.1,42.1,40.2,0,0,0,0,3.6,300,29.8,9.9,0,72.79,Clear
2019,1,6,1,41,41,41,36.9,0,0,0,0,6,261,0,9.9,0,70.04,Clear
2019,1,6,2,41,41,41,39,0,0,0,0,3.4,300,0,9.9,0,70.04,Clear
2019,1,6,3,41,41,41,36.3,0,0,0,0,7,251,0,9.9,0,70.04,Clear
2019,1,6,4,41,41,41,37.8,0,0,0,0,4.8,280,0,9.9,0,73.08,Clear
2019,1,6,5,42.2,42.2,42.2,37.8,0,0,0,0,7,270,23,9.9,52.7,72.42,Partially cloudy
2019,1,6,6,44.1,44.1,44.1,41.4,0,0,0,0,4.8,270,20.8,9.9,52.9,70.16,Partially cloudy
2019,1,6,7,44.1,44.1,44.1,39.5,0,0,0,0,8.1,270,0,9.9,52.7,72.65,Partially cloudy
2019,1,6,8,44.1,44.1,44.1,38.2,0,0,0,0,11.4,269,0,9.9,52.2,76.01,Partially cloudy
2019,1,6,9,45,45,45,40.6,0,0,0,0,8.1,270,0,9.9,50.3,75.93,Partially cloudy
2019,1,6,10,45,45,45,40.2,0,0,0,0,9.2,260,0,9.9,51.8,73.31,Partially cloudy
2019,1,6,11,47.1,47.1,47.1,43.6,0,0,0,0,7.1,290,27.7,9.9,46.2,67.17,Partially cloudy
2019,1,6,12,47.9,47.9,47.9,45.1,0,0,0,0,6.1,310,29.9,9.9,46,58.29,Partially cloudy
2019,1,6,13,49.9,49.9,49.9,48.9,0,0,0,0,3.7,320,35.4,9.9,26.5,45.66,Partially cloudy
2019,1,6,14,48.8,48.8,48.8,46.2,0,0,0,0,6.1,320,35.7,9.9,44.4,41.95,Partially cloudy
2019,1,6,15,48.7,48.7,48.7,46.7,0,0,0,0,5,300,33.1,9.9,43.4,39.1,Partially cloudy
2019,1,6,16,46.9,46.9,46.9,44.6,0,0,0,0,5,320,31.9,9.9,46.6,40.31,Partially cloudy
2019,1,6,17,44.9,44.9,44.9,42.2,0,0,0,0,5,320,32.5,9.9,46.6,43.62,Partially cloudy
2019,1,6,18,42.1,42.1,42.1,37.5,0,0,0,0,7.1,310,40.2,9.9,47.9,48.29,Partially cloudy
2019,1,6,19,39.7,39.7,39.7,0,0,0,0,0,0.3,359,31.4,9.9,52.4,46.17,Partially cloudy
2019,1,6,20,38.8,38.8,38.8,34.3,0,0,0,0,6.1,320,37.9,9.9,46,49.57,Partially cloudy
2019,1,6,21,37.9,37.9,37.9,34,0,0,0,0,5,320,38.8,9.9,28.4,45.86,Partially cloudy
2019,1,6,22,35.8,35.8,35.8,30.8,0,0,0,0,6,182,31.5,9.9,26.3,49.74,Partially cloudy
2019,1,6,23,34.9,34.9,34.9,0,0,0,0,0,0.4,359,33.1,9.9,0.4,47.39,Clear
2019,1,7,0,33.1,33.1,33.1,26.7,0,0,0,0,7.2,350,31.1,9.9,0,50.78,Clear
2019,1,7,1,31.9,31.9,31.9,28.5,0,0,0,0,3.5,320,0,9.9,0,51.01,Clear
2019,1,7,2,30.7,30.7,30.7,23.9,0,0,0,0,7.1,320,0,9.9,0,53.33,Clear
2019,1,7,3,29.9,29.9,29.9,23.8,0,0,0,0,5.9,330,0,9.9,0,50.44,Clear
2019,1,7,4,29.8,29.8,29.8,23.7,0,0,0,0,5.9,281,0,9.9,0,48.11,Clear
2019,1,7,5,28.9,28.9,28.9,25.2,0,0,0,0,3.5,330,0,9.9,0,52.23,Clear
2019,1,7,6,28.9,28.9,28.9,23.6,0,0,0,0,4.8,360,0,9.9,0,57.18,Clear
2019,1,7,7,28,28,28,22.6,0,0,0,0,4.8,330,0,9.9,1.4,59.41,Clear
2019,1,7,8,28.8,28.8,28.8,20.2,0,0,0,0,9.2,49,0,9.9,1.4,61.99,Clear
2019,1,7,9,28.8,28.8,28.8,21.7,0,0,0,0,7,330,0,9.9,1.4,57.43,Clear
2019,1,7,10,29.7,29.7,29.7,24.6,0,0,0,0,4.8,10,29.8,9.9,1,57.67,Clear
2019,1,7,11,31.7,31.7,31.7,25.2,0,0,0,0,7,350,29.8,9.9,0.8,55.13,Clear
2019,1,7,12,33.7,33.7,33.7,29.2,0,0,0,0,4.8,350,0,9.9,1.4,39.37,Clear
2019,1,7,13,34.8,34.8,34.8,27.5,0,0,0,0,9.2,69,0,9.9,0.5,34.97,Clear
2019,1,7,14,35.6,35.6,35.6,30.6,0,0,0,0,5.9,350,0,9.9,0.8,34.9,Clear
2019,1,7,15,34.8,34.8,34.8,29.7,0,0,0,0,5.9,350,0,9.9,0.8,31.6,Clear
2019,1,7,16,33.8,33.8,33.8,28.6,0,0,0,0,5.8,89,0,9.9,49.3,35.86,Partially cloudy
2019,1,7,17,33.9,33.9,33.9,0,0,0,0,0,0,0,0,9.9,49.7,34.03,Partially cloudy
2019,1,7,18,33.9,33.9,33.9,28.6,0,0,0,0,5.8,60,0,9.9,52.7,38.81,Partially cloudy
2019,1,7,19,33.9,33.9,33.9,31,0,0,0,0,3.4,170,0,9.9,17.1,36.1,Clear
2019,1,7,20,33.1,33.1,33.1,26.9,0,0,0,0,7,160,0,9.9,46.3,41.82,Partially cloudy
2019,1,7,21,34,34,34,27.2,0,0,0,0,8,150,0,9.9,50.2,46.65,Partially cloudy
2019,1,7,22,35,35,35,29.9,0,0,0,0,5.9,169,0,9.9,2.2,51.11,Clear
2019,1,7,23,35,35,35,27.8,0,0,0,0,9.2,190,0,9.9,44.7,55.42,Partially cloudy
2019,1,8,0,35.9,35.9,35.9,28.9,0,0,0,0,9.2,170,0,9.9,52.7,63.76,Partially cloudy
2019,1,8,1,37,37,37,34.5,0,0,0,0,3.4,170,0,9.9,37.9,61.38,Partially cloudy
2019,1,8,2,37,37,37,0,0,0,0,0,0,357,0,9.9,15.6,61.37,Clear
2019,1,8,3,38,38,38,0,0,0,0,0,0.1,4,0,9.9,47.2,69.53,Partially cloudy
2019,1,8,4,37.9,37.9,37.9,0,0,0.01,0,0,0.1,6,0,9.9,52.2,82.53,"Rain, Partially cloudy"
2019,1,8,5,38,38,38,35.7,0,0.01,0,0,3.4,268,0,9.8,28.9,88.89,"Rain, Partially cloudy"
2019,1,8,6,39.8,39.8,39.8,36.5,0,0.01,0,0,4.7,170,0,9.9,52.9,90.05,"Rain, Partially cloudy"
2019,1,8,7,41,41,41,39,0,0,0,0,3.4,0,0,8.5,46.5,92.38,Partially cloudy
2019,1,8,8,42.1,42.1,42.1,0,0,0,0,0,0,357,0,3.2,52.5,91.52,Partially cloudy
2019,1,8,9,43,43,43,0,0,0,0,0,0.1,0,0,6.1,52.9,92.42,Partially cloudy
2019,1,8,10,44.1,44.1,44.1,0,0,0,0,0,0.1,0,0,9.7,52.9,95.98,Partially cloudy
2019,1,8,11,43.2,43.2,43.2,0,0,0,0,0,0,0,0,4.3,100,89.86,Overcast
2019,1,8,12,44.8,44.8,44.8,43.4,0,0,0,0,3.4,0,0,9.6,52.9,92.77,Partially cloudy
2019,1,8,13,44.8,44.8,44.8,43.4,0,0,0,0,3.4,251,0,8.4,52.1,92.79,Partially cloudy
2019,1,8,14,44,44,44,40.6,0,0,0,0,5.8,262,0,8.4,52.9,92.65,Partially cloudy
2019,1,8,15,44,44,44,41.3,0,0,0,0,4.8,304,0,7.5,99.8,92.16,Overcast
2019,1,8,16,44,44,44,41.4,0,0,0,0,4.7,281,0,9.6,52.4,92.68,Partially cloudy
2019,1,8,17,44,44,44,41.4,0,0,0,0,4.7,272,0,9.6,52.7,88.93,Partially cloudy
2019,1,8,18,43,43,43,39.5,0,0,0,0,5.8,250,0,9.6,46.4,88.21,Partially cloudy
2019,1,8,19,42.2,42.2,42.2,0,0,0,0,0,0.1,355,0,9.5,52.2,88.15,Partially cloudy
2019,1,8,20,43.1,43.1,43.1,41.4,0,0,0,0,3.4,279,0,9.7,46.6,88.02,Partially cloudy
2019,1,8,21,44.1,44.1,44.1,42.5,0,0,0,0,3.4,210,0,9.8,52.7,88.63,Partially cloudy
2019,1,8,22,44.1,44.1,44.1,0,0,0,0,0,0.1,6,0,8.7,52.9,92.77,Partially cloudy
2019,1,8,23,44.9,44.9,44.9,42.5,0,0,0,0,4.7,21,0,9.7,52.9,92.84,Partially cloudy
2019,1,9,0,42.2,42.2,42.2,0,0,0.11,0,0,0,357,0,3.6,45.5,95.52,"Rain, Partially cloudy"
2019,1,9,1,43,43,43,38.3,0,0.04,0,0,8.1,260,17.2,9.6,27.4,96.43,"Rain, Partially cloudy"
2019,1,9,2,43.1,43.1,43.1,38.3,0,0.01,0,0,8.1,269,0,9.9,51.2,92.23,"Rain, Partially cloudy"
2019,1,9,3,42.2,42.2,42.2,36.7,0,0,0,0,9.3,270,19.9,9.9,48.8,91.09,Partially cloudy
2019,1,9,4,42.3,42.3,42.3,36.2,0,0,0,0,10.5,260,19,9.9,2.6,87.57,Clear
2019,1,9,5,42.2,42.2,42.2,34.3,0,0,0,0,16.2,270,23.3,9.9,26.3,84.49,Partially cloudy
2019,1,9,6,42.2,42.2,42.2,34,0,0,0,0,17.2,260,25.5,9.9,30.4,75.27,Partially cloudy
2019,1,9,7,42.2,42.2,42.2,35.3,0,0,0,0,12.9,260,24.5,9.9,49.7,63.57,Partially cloudy
2019,1,9,8,42.2,42.2,42.2,35.7,0,0,0,0,11.6,260,22.3,9.9,0.4,58.96,Clear
2019,1,9,9,43,43,43,36,0,0,0,0,14,260,22.2,9.9,0.4,54.84,Clear
2019,1,9,10,44.9,44.9,44.9,41.5,0,0,0,0,6.1,290,39,9.9,48.7,52.91,Partially cloudy
2019,1,9,11,46,46,46,42.9,0,0,0,0,6.2,290,16.8,9.9,44.3,48.93,Partially cloudy
2019,1,9,12,46,46,46,44.5,0,0,0,0,3.8,310,39,9.9,52.2,45.11,Partially cloudy
2019,1,9,13,46,46,46,42.9,0,0,0,0,6.1,300,36.6,9.9,52.2,45.08,Partially cloudy
2019,1,9,14,44.9,44.9,44.9,41.5,0,0,0,0,6.1,300,39.9,9.9,52.7,46.97,Partially cloudy
2019,1,9,15,46,46,46,43.6,0,0,0,0,4.9,300,30.7,9.9,52.7,44.99,Partially cloudy
2019,1,9,16,44,44,44,39.9,0,0,0,0,7.2,280,36.4,9.9,52.3,42.85,Partially cloudy
2019,1,9,17,43,43,43,38.6,0,0,0,0,7.2,310,34.7,9.9,52.7,38.13,Partially cloudy
2019,1,9,18,41,41,41,0,0,0,0,0,0.3,358,32.8,9.9,46.7,42.73,Partially cloudy
2019,1,9,19,39.8,39.8,39.8,35.5,0,0,0,0,6.1,300,35.9,9.9,52.3,42.87,Partially cloudy
2019,1,9,20,38.9,38.9,38.9,35.2,0,0,0,0,4.9,290,28.7,9.9,46,47.83,Partially cloudy
2019,1,9,21,37.9,37.9,37.9,31.9,0,0,0,0,8.3,310,36.8,9.9,45.7,49.64,Partially cloudy
2019,1,9,22,37,37,37,34.3,0,0,0,0,3.6,300,31.6,9.9,45.1,49.61,Partially cloudy
2019,1,9,23,35.9,35.9,35.9,31.6,0,0,0,0,5,280,35.7,9.9,14.9,53.66,Clear
2019,1,10,0,35.9,35.9,35.9,33,0,0,0,0,3.6,280,31.8,9.9,46.6,51.61,Partially cloudy
2019,1,10,1,35.9,35.9,35.9,30.8,0,0,0,0,6.1,290,30.1,9.9,52.7,49.77,Partially cloudy
2019,1,10,2,35,35,35,30.6,0,0,0,0,5,280,34.5,9.9,52,49.28,Partially cloudy
2019,1,10,3,34,34,34,28.6,0,0,0,0,6.1,300,34.1,9.9,50.9,53.69,Partially cloudy
2019,1,10,4,34,34,34,30.8,0,0,0,0,3.6,300,31.2,9.9,44.9,56.04,Partially cloudy
2019,1,10,5,32,32,32,21.9,0,0,0,0,13.9,260,21.1,9.9,45.2,68.74,Partially cloudy
2019,1,10,6,34,34,34,29.4,0,0,0,0,5,300,35.4,9.9,45.9,55.92,Partially cloudy
2019,1,10,7,34,34,34,29.5,0,0,0,0,4.9,290,34.4,9.9,51.9,55.88,Partially cloudy
2019,1,10,8,32.3,32.3,32.3,19.6,0,0,0,0,23,300,37.3,9.9,91.1,53.57,Overcast
2019,1,10,9,34,34,34,29.4,0,0,0,0,5,290,19,9.9,29.1,60.09,Partially cloudy
2019,1,10,10,35,35,35,30.5,0,0,0,0,5.1,310,36.2,9.9,46.6,53.49,Partially cloudy
2019,1,10,11,35.8,35.8,35.8,30.7,0,0,0,0,6.1,300,34.7,9.9,52.4,47.47,Partially cloudy
2019,1,10,12,34.9,34.9,34.9,29.6,0,0,0,0,6.1,300,42,9.9,52.4,51.64,Partially cloudy
2019,1,10,13,34.9,34.9,34.9,29.6,0,0,0,0,6.1,310,38.6,9.9,52.1,47.48,Partially cloudy
2019,1,10,14,35.8,35.8,35.8,31.5,0,0.01,0,0,5,310,37.9,9.9,52.7,45.89,"Rain, Partially cloudy"
2019,1,10,15,36.9,36.9,36.9,32.8,0,0,0,0,5.1,310,36.9,9.9,52.7,45.6,Partially cloudy
2019,1,10,16,36.9,36.9,36.9,31.3,0,0,0,0,7.2,320,42.5,9.9,46.2,47.83,Partially cloudy
2019,1,10,17,34.9,34.9,34.9,28.9,0,0,0,0,7.2,300,37.9,9.9,2.1,47.62,Clear
2019,1,10,18,34,34,34,28.6,0,0,0,0,6,320,36,9.9,0.5,53.71,Clear
2019,1,10,19,33.1,33.1,33.1,26.6,0,0,0,0,7.2,300,36.4,9.9,44.1,53.13,Partially cloudy
2019,1,10,20,33.1,33.1,33.1,26.7,0,0,0,0,7.1,320,32.1,9.9,27.6,55.74,Partially cloudy
2019,1,10,21,33.8,33.8,33.8,0,0,0,0,0,0.3,359,25.3,9.9,1.4,93.56,Clear
2019,1,10,22,29.9,29.9,29.9,22.2,0,0,0,0,8.3,251,30,9.9,51.6,90.01,Partially cloudy
2019,1,10,23,29.9,29.9,29.9,26.1,0,0,0,0,3.6,330,25.3,9.9,52.7,67.72,Partially cloudy
